Record_ID,Timestamp,Flight_ID,Cargo_Volume,Cargo_Type,Shipment_Priority,Arrival_Departure,Terminal_ID,Gate_Assigned,Handling_Time,Waiting_Time,Workforce_Assigned,Equipment_Used,Equipment_Type,Facility_Utilization,Storage_Occupancy,Queue_Length,Flight_Delay,Peak_Hour_Indicator,Weather_Condition,Operational_Cost,Energy_Consumption,Throughput_Rate,Bottleneck_Flag,Demand_Forecast,Real_Time_Load,Allocation_Strategy,Allocation_Efficiency_Class
572,2024-06-27 18:20:00,FL3796,95.12,Hazardous,Medium,Arrival,T2,27,175.28,86.3,16,8,Crane,63.54,59.93,4,48.83,1,Clear,3991.42,360.61,64.05,0,118.11,52.31,Adaptive,Low Efficiency
573,2024-03-04 02:32:00,FL2047,50.6,Express,High,Arrival,T1,45,113.31,34.71,27,13,Conveyor,48.14,95.16,84,77.38,1,Fog,750.96,438.78,115.38,0,89.9,130.04,Adaptive,Low Efficiency
574,2024-07-22 02:37:00,FL2742,76.54,Express,High,Arrival,T1,12,93.86,94.77,32,7,Loader,56.31,48.99,31,36.0,0,Rain,945.65,132.69,69.82,1,46.01,48.83,Adaptive,Low Efficiency
575,2024-11-24 06:20:00,FL2870,104.17,Hazardous,High,Departure,T2,19,125.24,100.52,16,1,Conveyor,42.62,62.59,59,58.35,0,Rain,612.86,151.67,56.12,0,64.79,112.42,Adaptive,Low Efficiency
576,2024-06-26 13:49:00,FL9145,114.19,General,Low,Arrival,T4,19,150.53,96.74,31,3,Forklift,45.25,84.47,71,88.33,1,Storm,1238.3,590.29,14.13,1,60.11,17.82,Optimized,Low Efficiency
577,2024-12-04 09:22:00,FL4613,21.91,Express,High,Arrival,T3,34,83.07,29.78,27,10,Loader,52.3,68.91,1,17.44,1,Storm,1037.09,1328.58,74.33,1,75.58,108.14,Baseline,Low Efficiency
578,2024-10-02 23:19:00,FL2033,111.56,General,Medium,Departure,T1,32,25.27,84.84,5,4,Forklift,73.66,76.29,69,32.23,1,Rain,2583.74,892.17,106.98,0,25.79,46.77,Optimized,Moderate Efficiency
579,2024-09-01 22:57:00,FL4320,61.59,Express,Medium,Departure,T1,29,133.41,66.93,47,14,Conveyor,99.57,49.65,14,2.25,0,Clear,1792.4,853.63,69.71,1,31.12,111.78,Baseline,Low Efficiency
580,2024-01-21 21:34:00,FL7983,34.7,General,Medium,Departure,T4,21,172.99,118.39,6,9,Loader,90.62,52.99,94,20.87,1,Fog,705.15,968.42,96.0,0,62.98,125.76,Optimized,Low Efficiency
581,2024-12-25 22:37:00,FL6527,57.8,Hazardous,Medium,Departure,T1,35,120.0,46.58,48,12,Forklift,45.15,65.53,23,70.15,0,Rain,2522.5,849.47,107.46,1,88.67,33.86,Optimized,Low Efficiency
582,2024-08-24 16:02:00,FL7586,117.7,Perishable,Low,Arrival,T1,42,50.15,93.69,35,6,Forklift,90.54,44.17,71,59.09,0,Fog,3103.6,525.94,54.8,0,96.51,33.38,Adaptive,Low Efficiency
583,2024-05-12 09:52:00,FL6312,61.65,General,Low,Arrival,T2,5,59.72,47.56,6,7,Conveyor,72.18,38.84,16,70.54,1,Clear,2166.04,1331.96,55.27,0,137.45,114.31,Adaptive,Low Efficiency
584,2024-12-21 00:33:00,FL2979,42.81,Perishable,Low,Departure,T2,12,165.56,50.64,29,14,Loader,79.62,89.07,9,38.28,0,Clear,1671.57,765.84,111.35,1,89.65,33.79,Adaptive,Low Efficiency
585,2024-06-03 11:03:00,FL9943,77.84,General,High,Arrival,T4,7,22.17,17.76,42,5,Forklift,47.79,84.24,98,66.21,0,Rain,2257.05,1153.71,47.47,0,112.17,12.74,Optimized,Low Efficiency
586,2024-09-15 09:00:00,FL3250,32.62,General,High,Departure,T1,41,107.8,32.56,23,3,Crane,63.73,95.24,31,53.96,0,Storm,2839.54,1376.86,82.77,0,77.44,18.63,Optimized,Low Efficiency
587,2024-07-07 03:02:00,FL6268,13.72,General,Critical,Arrival,T3,2,45.39,23.92,32,5,Loader,93.05,71.06,61,29.56,1,Clear,2462.12,105.22,78.19,0,83.27,13.65,Adaptive,Moderate Efficiency
588,2024-09-04 19:51:00,FL4493,19.82,General,High,Arrival,T2,25,65.24,23.31,10,12,Loader,65.52,59.42,45,37.12,0,Clear,919.74,769.39,63.37,0,92.59,137.04,Adaptive,Low Efficiency
589,2024-07-22 15:23:00,FL1746,19.73,General,Low,Arrival,T3,10,69.12,6.04,43,7,Crane,47.63,37.21,7,48.72,0,Fog,2555.77,946.46,80.62,1,83.1,131.12,Optimized,Low Efficiency
590,2024-07-20 04:08:00,FL3841,22.47,Perishable,Critical,Arrival,T3,38,55.09,96.28,23,9,Loader,58.66,89.53,57,86.08,0,Fog,3741.5,803.35,87.35,0,53.32,87.76,Optimized,Low Efficiency
591,2024-01-08 09:24:00,FL6496,20.97,General,Critical,Arrival,T4,44,146.78,58.81,21,12,Loader,53.29,61.94,64,83.82,1,Rain,4189.99,1363.38,111.73,0,146.82,81.73,Adaptive,Low Efficiency
592,2024-05-19 02:57:00,FL2035,78.7,Perishable,Medium,Departure,T4,6,73.15,97.48,10,9,Crane,81.21,69.28,2,88.78,0,Rain,2477.92,1416.07,98.08,0,96.62,44.14,Baseline,Low Efficiency
593,2024-03-03 08:11:00,FL2978,25.92,Hazardous,Medium,Arrival,T1,27,75.28,75.44,19,12,Conveyor,94.66,51.95,6,1.48,1,Fog,4972.07,288.01,49.38,0,58.46,79.91,Baseline,Low Efficiency
594,2024-06-24 18:00:00,FL5487,44.75,Express,Critical,Arrival,T4,35,92.48,100.6,26,8,Forklift,84.01,66.67,61,64.55,0,Clear,4292.86,523.45,57.54,1,121.81,140.38,Baseline,Low Efficiency
595,2024-10-22 22:50:00,FL3314,108.13,General,Medium,Arrival,T2,10,164.37,62.93,45,5,Crane,90.62,84.72,34,80.52,0,Storm,1469.23,469.43,109.4,0,32.93,89.83,Optimized,Low Efficiency
596,2024-12-21 18:31:00,FL7801,59.51,Express,Critical,Arrival,T1,9,130.11,15.81,38,7,Loader,88.35,79.86,17,66.54,0,Storm,2555.47,795.48,39.8,1,148.95,17.96,Baseline,Low Efficiency
597,2024-06-23 23:57:00,FL3753,81.77,Perishable,Low,Arrival,T1,20,29.88,75.93,9,4,Forklift,40.88,99.22,26,37.48,1,Rain,1829.59,634.95,45.73,1,120.43,15.18,Baseline,Low Efficiency
598,2024-12-12 16:19:00,FL7060,24.82,Hazardous,Low,Departure,T3,37,26.28,82.94,27,10,Forklift,47.46,64.7,76,65.23,0,Fog,2976.08,602.9,85.8,0,23.65,131.99,Adaptive,Low Efficiency
599,2024-12-23 09:43:00,FL3703,27.11,Hazardous,Medium,Arrival,T3,35,110.62,77.05,9,5,Forklift,65.4,67.08,20,39.97,0,Clear,1508.54,847.46,22.19,0,128.76,40.38,Adaptive,Low Efficiency
600,2024-11-22 08:25:00,FL8187,9.7,Hazardous,Medium,Departure,T3,37,161.93,97.15,48,12,Conveyor,46.73,33.69,41,64.28,0,Storm,658.53,786.09,96.59,1,46.2,10.67,Baseline,Low Efficiency
601,2024-01-13 13:20:00,FL4991,24.43,Express,High,Arrival,T1,40,71.72,89.12,14,4,Loader,84.1,57.26,58,70.23,0,Storm,4569.72,751.53,114.32,0,99.3,114.13,Baseline,Moderate Efficiency
602,2024-03-08 18:13:00,FL1666,37.04,Perishable,Critical,Arrival,T4,8,59.64,54.75,8,3,Loader,44.21,94.55,99,75.89,0,Storm,2838.92,258.5,80.75,0,33.12,124.7,Adaptive,Low Efficiency
603,2024-08-02 06:08:00,FL3185,25.36,General,Medium,Departure,T4,46,139.71,99.2,16,13,Forklift,64.97,54.53,99,65.52,1,Clear,4617.33,854.97,17.95,0,109.51,50.08,Baseline,Low Efficiency
604,2024-06-10 08:40:00,FL2637,15.2,General,Low,Arrival,T4,31,116.33,84.56,14,11,Forklift,63.54,83.63,54,14.4,1,Clear,1031.68,182.54,36.24,0,116.03,126.43,Adaptive,Low Efficiency
605,2024-10-21 11:25:00,FL7162,18.87,Perishable,High,Arrival,T1,49,110.4,18.84,34,13,Conveyor,72.61,98.43,29,84.27,0,Rain,1181.67,962.89,20.73,0,129.22,122.62,Adaptive,Low Efficiency
606,2024-06-26 04:03:00,FL3584,57.99,Express,High,Departure,T1,43,43.89,67.09,28,1,Conveyor,77.76,38.88,48,19.21,0,Rain,1519.18,972.81,44.0,1,78.29,78.15,Optimized,Low Efficiency
607,2024-08-10 23:20:00,FL1256,28.73,General,Low,Arrival,T1,16,48.15,88.78,9,13,Forklift,96.82,53.38,95,32.18,0,Fog,2557.04,464.83,113.35,1,87.48,141.39,Adaptive,Moderate Efficiency
608,2024-09-25 17:05:00,FL8978,46.89,Perishable,Medium,Departure,T1,28,65.09,68.63,17,5,Loader,56.27,63.21,77,38.62,1,Fog,4460.01,289.44,49.51,1,40.1,128.25,Adaptive,Low Efficiency
609,2024-12-10 14:49:00,FL2322,62.89,General,High,Departure,T1,6,53.09,114.14,40,12,Crane,79.96,46.62,90,64.12,1,Fog,3426.85,1217.58,30.28,1,82.2,14.14,Optimized,Low Efficiency
610,2024-09-07 07:35:00,FL1104,84.4,Hazardous,High,Departure,T4,32,175.43,16.67,13,2,Conveyor,42.11,30.87,22,63.11,1,Fog,747.52,1178.54,82.77,0,84.46,135.97,Optimized,Low Efficiency
611,2024-11-05 20:13:00,FL1118,9.52,General,Medium,Arrival,T1,28,22.98,88.07,22,6,Loader,40.06,62.8,72,86.56,1,Fog,2332.38,1424.41,108.96,1,123.29,85.77,Optimized,Moderate Efficiency
612,2024-08-28 20:59:00,FL3939,96.93,Express,Medium,Arrival,T4,11,120.17,99.81,39,5,Conveyor,41.52,67.56,71,16.97,1,Rain,3754.65,724.83,13.79,0,109.57,75.62,Optimized,Low Efficiency
613,2024-09-13 04:20:00,FL2460,77.21,Perishable,Critical,Departure,T1,42,102.82,85.81,35,11,Loader,66.93,73.78,5,40.57,1,Clear,1950.74,541.77,83.53,0,107.76,144.02,Optimized,Low Efficiency
614,2024-11-26 09:46:00,FL5648,14.4,Express,High,Arrival,T4,23,71.72,49.34,28,2,Forklift,73.3,87.91,52,18.34,0,Storm,2716.53,523.65,41.8,0,14.15,49.87,Baseline,Low Efficiency
615,2024-07-16 06:36:00,FL7819,105.46,Perishable,Medium,Departure,T2,30,162.01,49.33,47,8,Conveyor,40.37,47.71,1,60.53,0,Clear,3701.44,352.26,51.15,1,86.49,71.44,Optimized,Low Efficiency
616,2024-08-11 06:37:00,FL8798,110.9,Hazardous,Low,Arrival,T2,9,127.23,72.46,8,5,Crane,63.78,34.27,45,19.17,0,Rain,4842.43,589.63,36.1,1,148.97,35.71,Adaptive,Low Efficiency
617,2024-07-02 01:35:00,FL3079,12.02,Perishable,High,Departure,T4,28,179.74,50.67,45,2,Forklift,42.45,36.29,40,78.11,0,Storm,1999.46,278.92,109.67,0,115.31,132.07,Adaptive,Low Efficiency
618,2024-06-16 20:56:00,FL4377,36.84,General,Low,Arrival,T2,24,46.98,106.57,30,1,Conveyor,79.2,64.82,64,88.45,0,Storm,3849.7,1320.85,107.46,1,126.87,19.48,Optimized,Moderate Efficiency
619,2024-03-28 20:36:00,FL3344,97.71,General,Low,Departure,T2,28,34.06,17.64,48,2,Forklift,77.87,94.56,11,28.52,0,Clear,3863.31,585.63,76.53,0,79.1,12.18,Baseline,Moderate Efficiency
620,2024-05-20 05:39:00,FL5439,91.05,Hazardous,Medium,Arrival,T4,24,42.3,78.5,46,1,Crane,87.05,98.75,52,66.54,1,Storm,2942.16,866.19,11.77,0,126.48,31.25,Baseline,Low Efficiency
621,2024-08-17 18:36:00,FL9570,26.22,Perishable,Low,Departure,T1,15,63.09,20.42,14,10,Conveyor,72.78,44.35,96,47.95,1,Rain,4160.14,193.22,114.12,0,124.37,98.67,Adaptive,Moderate Efficiency
622,2024-03-28 01:22:00,FL8379,29.08,Hazardous,High,Arrival,T1,39,86.69,67.12,45,10,Conveyor,77.38,40.64,7,32.34,0,Storm,2912.52,493.03,61.42,0,84.2,26.45,Adaptive,Low Efficiency
623,2024-05-14 19:43:00,FL7750,47.6,General,Low,Departure,T4,33,158.02,87.29,46,3,Conveyor,56.77,54.74,51,17.21,0,Clear,3312.5,412.96,63.78,1,89.58,138.89,Adaptive,Low Efficiency
624,2024-05-19 11:25:00,FL4919,60.72,Express,High,Arrival,T3,47,65.37,24.03,13,14,Loader,45.13,62.47,93,64.73,0,Clear,4267.5,1341.75,95.02,0,17.29,104.98,Baseline,Low Efficiency
625,2024-06-06 13:35:00,FL3859,76.1,Hazardous,Low,Arrival,T3,34,166.44,85.96,5,3,Loader,84.24,86.56,94,14.29,1,Fog,2643.2,352.02,77.51,1,129.43,105.6,Baseline,Low Efficiency
626,2024-12-18 13:59:00,FL1616,47.43,Express,Low,Departure,T2,22,94.07,21.1,20,12,Conveyor,76.71,84.22,21,25.26,0,Rain,2650.8,1213.74,23.35,1,28.75,146.17,Baseline,Low Efficiency
627,2024-07-20 08:10:00,FL3949,58.19,Express,Low,Arrival,T3,29,123.53,76.36,17,10,Forklift,96.3,94.59,39,82.77,0,Storm,3159.68,495.74,21.59,0,52.11,18.04,Baseline,Low Efficiency
628,2024-07-25 01:45:00,FL9190,90.96,Perishable,Critical,Arrival,T2,34,62.31,63.14,42,1,Forklift,99.35,90.07,44,45.75,1,Storm,4118.88,395.63,37.73,0,114.23,101.4,Baseline,Low Efficiency
629,2024-03-14 04:49:00,FL2442,9.22,Hazardous,Critical,Arrival,T1,42,44.96,39.28,18,7,Conveyor,90.84,60.72,57,76.87,1,Storm,1072.34,113.52,17.76,0,52.14,135.88,Optimized,Low Efficiency
630,2024-05-21 08:27:00,FL5934,34.03,Express,Low,Arrival,T4,47,159.11,17.83,44,10,Crane,99.14,31.33,41,69.08,1,Clear,3970.48,508.19,101.63,0,80.77,96.35,Optimized,Low Efficiency
631,2024-08-03 17:16:00,FL6699,87.04,Express,High,Departure,T1,10,37.52,89.62,27,7,Crane,78.85,46.56,39,33.86,0,Rain,1826.42,198.4,14.34,0,31.58,74.43,Baseline,Low Efficiency
632,2024-06-14 15:33:00,FL7861,107.95,Perishable,High,Arrival,T4,45,143.84,48.91,22,13,Crane,45.52,72.7,20,19.62,0,Storm,819.65,606.98,114.06,1,50.81,13.22,Baseline,Low Efficiency
633,2024-09-19 18:51:00,FL1074,63.84,Perishable,Critical,Arrival,T3,30,112.96,14.95,32,9,Loader,45.39,65.1,22,8.99,0,Rain,4064.79,174.07,22.22,0,112.8,33.97,Baseline,Low Efficiency
634,2024-05-10 15:58:00,FL4860,66.19,General,Medium,Departure,T1,11,157.78,93.87,24,5,Loader,88.43,46.81,29,86.46,0,Storm,1153.14,189.92,104.34,1,68.56,138.92,Baseline,Low Efficiency
635,2024-08-08 02:30:00,FL4144,17.32,Express,High,Arrival,T1,34,134.85,31.78,5,4,Loader,54.21,39.21,46,29.22,1,Fog,1459.68,596.36,36.1,0,88.84,147.01,Baseline,Low Efficiency
636,2024-01-11 07:15:00,FL2925,56.45,General,Low,Departure,T2,21,65.07,89.69,16,5,Loader,43.66,45.12,68,60.58,0,Fog,3677.76,727.2,82.68,0,59.99,78.92,Optimized,Low Efficiency
637,2024-04-02 04:11:00,FL9686,66.25,Express,Medium,Arrival,T4,13,111.91,69.96,31,8,Forklift,68.34,48.18,3,65.73,0,Fog,3040.35,565.38,47.63,0,140.29,135.79,Optimized,Low Efficiency
638,2024-07-18 17:56:00,FL2567,32.88,General,Critical,Departure,T3,25,22.09,27.37,47,8,Conveyor,58.88,90.71,73,17.79,1,Clear,4642.23,133.17,17.4,1,129.87,76.97,Baseline,Low Efficiency
639,2024-02-03 03:26:00,FL6929,35.96,Perishable,Medium,Arrival,T1,21,96.03,13.79,17,12,Conveyor,75.29,79.72,5,62.44,0,Storm,4794.51,349.33,90.35,1,25.78,32.28,Optimized,Low Efficiency
640,2024-02-09 16:54:00,FL9842,48.39,Hazardous,Low,Departure,T4,1,33.76,73.22,8,4,Conveyor,76.01,68.66,56,0.84,1,Clear,1912.83,1414.67,98.87,0,146.88,21.96,Adaptive,Moderate Efficiency
641,2024-07-31 17:27:00,FL9315,7.31,Perishable,Low,Departure,T3,5,88.63,7.9,29,12,Forklift,80.89,31.47,67,37.64,0,Clear,1958.89,900.43,42.86,0,123.31,126.6,Optimized,Low Efficiency
642,2024-04-01 22:53:00,FL4592,42.04,General,High,Departure,T1,22,37.54,12.53,10,8,Crane,74.59,87.48,89,31.54,0,Clear,1443.84,1295.58,96.3,1,32.17,141.31,Adaptive,Moderate Efficiency
643,2024-12-23 10:43:00,FL8605,29.32,General,High,Arrival,T4,7,172.88,85.76,49,13,Crane,62.86,68.67,32,83.95,1,Fog,2829.27,171.86,60.32,0,15.83,67.36,Adaptive,Low Efficiency
644,2024-03-15 16:50:00,FL4409,42.66,Hazardous,Medium,Departure,T2,13,103.69,66.97,26,4,Loader,41.42,73.91,97,88.74,1,Rain,2200.94,110.6,90.25,0,135.02,27.76,Baseline,Low Efficiency
645,2024-01-09 22:21:00,FL5528,18.77,Express,Critical,Arrival,T1,45,166.11,42.52,49,4,Loader,94.31,34.6,82,25.91,1,Rain,565.94,1194.45,80.98,0,116.09,128.56,Adaptive,Low Efficiency
646,2024-07-26 01:11:00,FL1869,107.41,General,Low,Departure,T4,23,23.58,67.01,42,11,Forklift,59.62,87.04,41,54.9,1,Rain,2277.3,638.27,112.29,1,48.58,58.03,Baseline,Moderate Efficiency
647,2024-12-07 19:18:00,FL4173,73.26,General,Medium,Departure,T3,21,122.02,73.04,40,8,Forklift,70.43,88.24,29,67.07,0,Storm,777.66,616.8,46.08,1,143.28,78.21,Optimized,Low Efficiency
648,2024-12-14 14:08:00,FL2846,83.1,General,Critical,Departure,T3,6,69.11,70.01,7,14,Crane,73.42,91.83,66,17.2,0,Clear,4095.7,433.51,22.1,0,136.86,149.05,Optimized,Low Efficiency
649,2024-11-16 17:45:00,FL3444,95.75,Hazardous,Medium,Arrival,T2,20,89.09,78.89,19,2,Conveyor,58.89,66.97,11,61.79,1,Clear,4680.02,324.76,96.71,0,39.85,104.92,Adaptive,Low Efficiency
650,2024-09-05 02:16:00,FL8772,62.32,Perishable,Low,Arrival,T1,12,159.69,113.13,15,4,Conveyor,58.51,57.58,59,23.19,0,Storm,1831.21,1259.84,99.41,1,65.88,111.04,Optimized,Low Efficiency
651,2024-05-14 05:59:00,FL9151,15.0,General,Medium,Departure,T2,40,176.8,49.71,38,1,Forklift,55.65,35.11,95,15.2,0,Clear,3428.21,185.97,12.87,0,16.63,49.38,Optimized,Low Efficiency
652,2024-02-07 09:52:00,FL3888,66.77,Hazardous,High,Departure,T4,9,59.44,39.63,31,1,Forklift,54.6,43.57,4,76.56,1,Rain,898.34,797.7,23.87,1,53.16,45.98,Baseline,Low Efficiency
653,2024-07-02 20:22:00,FL3617,72.49,General,Low,Departure,T3,28,171.72,9.42,27,11,Forklift,41.82,45.79,93,45.22,1,Clear,2135.86,604.61,101.54,0,79.44,51.12,Adaptive,Low Efficiency
654,2024-12-13 20:55:00,FL1706,90.73,Express,Critical,Departure,T2,11,130.2,21.91,21,13,Loader,97.47,34.39,54,26.73,1,Storm,3091.61,485.58,76.07,0,18.88,93.73,Adaptive,Low Efficiency
655,2024-03-24 01:49:00,FL1885,54.64,Hazardous,High,Departure,T1,32,172.23,17.22,27,13,Conveyor,75.72,40.81,67,36.42,0,Storm,968.78,1165.04,59.81,0,57.15,141.24,Baseline,Low Efficiency
656,2024-02-17 13:57:00,FL6966,19.67,General,Low,Departure,T4,11,109.98,43.58,38,13,Forklift,46.48,92.08,2,37.19,0,Rain,2197.13,1330.53,100.94,0,31.11,105.95,Adaptive,Low Efficiency
657,2024-10-18 18:52:00,FL5670,37.63,Hazardous,High,Departure,T1,24,173.72,75.15,25,8,Forklift,75.52,68.18,78,69.3,0,Clear,4798.59,372.98,37.06,0,139.29,50.23,Adaptive,Low Efficiency
658,2024-12-24 01:53:00,FL4433,46.75,General,Medium,Departure,T2,15,162.79,10.33,37,4,Loader,53.93,83.51,48,79.81,1,Storm,1247.37,207.81,45.74,0,126.13,99.86,Optimized,Low Efficiency
659,2024-02-23 22:40:00,FL8121,79.28,Perishable,Medium,Arrival,T3,41,40.57,88.68,9,14,Forklift,58.64,49.25,68,42.81,0,Storm,3291.03,625.07,95.09,0,117.29,29.45,Baseline,Low Efficiency
660,2024-02-09 00:53:00,FL5118,70.64,General,High,Departure,T3,35,69.73,50.7,21,6,Conveyor,88.07,39.42,44,29.06,0,Storm,4250.07,716.18,75.01,1,118.43,69.77,Adaptive,Low Efficiency
661,2024-04-20 11:37:00,FL6477,45.95,Hazardous,Critical,Arrival,T2,17,58.89,115.8,5,5,Loader,93.15,56.13,62,65.45,1,Rain,3970.27,174.39,32.93,1,12.01,134.41,Baseline,Low Efficiency
662,2024-04-18 15:25:00,FL8424,118.45,Express,Low,Departure,T1,25,111.54,70.36,11,13,Forklift,81.99,85.51,94,81.48,0,Clear,3971.22,758.05,108.34,0,94.34,44.85,Adaptive,Low Efficiency
663,2024-08-09 05:54:00,FL1709,74.66,Express,Medium,Arrival,T1,49,148.45,93.71,7,10,Conveyor,95.95,50.81,83,10.27,1,Fog,766.05,1431.6,119.38,0,92.72,88.14,Adaptive,Low Efficiency
664,2024-03-03 00:38:00,FL2710,32.28,Express,Medium,Arrival,T1,35,141.51,104.04,30,6,Conveyor,94.3,44.32,19,71.71,1,Clear,4881.21,639.88,25.9,0,148.96,20.78,Baseline,Low Efficiency
665,2024-06-29 17:27:00,FL1859,16.7,General,Medium,Departure,T1,19,136.28,107.22,20,4,Loader,73.07,31.57,44,50.15,1,Rain,3772.15,1360.01,42.62,0,98.56,22.26,Baseline,Low Efficiency
666,2024-03-27 06:05:00,FL9804,22.58,Perishable,Medium,Arrival,T3,41,80.04,64.62,20,4,Conveyor,94.47,73.68,31,78.08,1,Rain,4794.53,1288.01,92.44,0,101.08,19.65,Baseline,Moderate Efficiency
667,2024-10-30 01:10:00,FL3881,33.29,General,Low,Arrival,T1,31,42.34,50.63,48,7,Loader,72.7,60.51,62,46.27,0,Storm,4906.66,711.2,23.58,0,63.31,39.38,Baseline,Low Efficiency
668,2024-06-13 08:10:00,FL3589,23.48,Express,High,Departure,T2,17,53.69,69.46,45,1,Conveyor,46.26,48.11,15,77.63,0,Storm,2106.51,1089.12,61.1,0,80.05,73.8,Baseline,Low Efficiency
669,2024-10-03 23:35:00,FL1476,26.46,Hazardous,Medium,Departure,T2,23,138.67,51.24,18,9,Forklift,89.77,66.38,29,49.9,1,Rain,2945.22,392.68,34.03,0,65.34,138.08,Optimized,Low Efficiency
670,2024-11-24 01:18:00,FL8947,37.79,Express,Low,Departure,T2,47,43.61,32.68,48,10,Loader,47.87,79.04,67,13.04,0,Fog,3782.59,289.16,83.08,0,137.6,58.76,Baseline,Low Efficiency
671,2024-11-18 09:06:00,FL9436,24.94,Hazardous,High,Arrival,T2,1,55.67,42.25,30,3,Conveyor,58.96,47.32,83,0.45,0,Fog,4320.88,102.96,49.58,0,38.4,98.42,Adaptive,Low Efficiency
672,2024-08-04 12:37:00,FL2901,108.13,Perishable,High,Departure,T1,10,87.93,31.77,31,4,Loader,62.79,72.61,86,55.8,0,Rain,4869.26,202.66,103.3,0,31.06,87.84,Adaptive,Low Efficiency
673,2024-11-08 06:20:00,FL2160,14.23,Hazardous,Medium,Arrival,T3,8,31.54,35.99,21,9,Conveyor,88.44,48.21,47,53.29,0,Storm,4885.05,979.66,60.41,0,149.57,30.35,Adaptive,Moderate Efficiency
674,2024-08-10 08:54:00,FL4855,65.32,General,Low,Departure,T4,42,54.03,15.76,48,5,Loader,45.01,99.07,84,18.92,1,Rain,1974.89,1339.57,69.02,0,140.32,76.5,Optimized,Low Efficiency
675,2024-02-13 20:36:00,FL8287,52.2,General,High,Departure,T1,26,43.96,54.04,8,12,Forklift,66.7,81.27,7,76.56,0,Storm,3562.15,1468.98,107.79,0,93.03,29.59,Baseline,Moderate Efficiency
676,2024-03-13 06:13:00,FL6340,117.97,General,Low,Arrival,T4,34,172.21,32.06,21,4,Loader,66.2,72.19,68,78.1,0,Storm,1161.2,775.46,94.54,0,118.19,53.28,Optimized,Low Efficiency
677,2024-05-31 07:21:00,FL7865,17.88,Hazardous,Low,Arrival,T3,19,50.64,56.56,37,12,Loader,74.93,42.06,1,72.38,0,Rain,4147.36,296.69,98.97,0,25.54,24.11,Optimized,Moderate Efficiency
678,2024-06-02 15:55:00,FL4256,50.75,General,High,Arrival,T1,14,157.88,96.1,34,6,Forklift,61.23,71.05,71,84.29,0,Clear,1217.75,100.2,11.37,0,117.57,40.32,Adaptive,Low Efficiency
679,2024-07-11 17:01:00,FL6336,116.49,General,Low,Departure,T4,8,38.37,56.56,25,1,Conveyor,74.63,86.03,22,45.6,1,Rain,4508.06,1478.84,82.31,0,75.08,62.06,Adaptive,Moderate Efficiency
680,2024-02-29 02:51:00,FL4769,104.53,General,Low,Departure,T3,1,159.15,114.78,21,10,Crane,99.15,81.6,57,63.21,1,Clear,4905.95,1244.96,61.25,0,125.78,97.43,Adaptive,Low Efficiency
681,2024-04-24 08:46:00,FL2804,98.96,Perishable,Low,Departure,T4,48,115.91,22.0,15,1,Forklift,44.29,84.46,94,81.4,0,Fog,888.57,833.14,107.21,0,82.18,29.29,Adaptive,Low Efficiency
682,2024-06-23 15:56:00,FL6343,34.66,Hazardous,Low,Arrival,T2,25,155.95,102.78,34,5,Loader,92.48,52.25,73,41.06,0,Storm,2805.62,443.84,14.21,0,111.75,93.27,Adaptive,Low Efficiency
683,2024-05-06 13:36:00,FL4731,24.65,Hazardous,Low,Arrival,T2,24,158.78,33.55,22,5,Forklift,58.52,52.98,58,55.66,0,Fog,1691.29,824.8,102.92,1,57.52,43.96,Optimized,Low Efficiency
684,2024-02-24 15:51:00,FL2606,81.89,Express,Critical,Arrival,T3,47,115.42,112.4,24,11,Forklift,67.94,67.72,27,46.15,1,Storm,2615.15,1273.97,24.9,1,112.45,19.27,Baseline,Low Efficiency
685,2024-04-23 23:36:00,FL4884,111.88,Hazardous,Low,Arrival,T3,20,166.83,31.12,38,9,Loader,84.47,49.51,38,88.49,1,Storm,1821.99,878.38,75.1,0,48.06,138.5,Adaptive,Low Efficiency
686,2024-01-02 22:45:00,FL7759,69.03,Perishable,Low,Departure,T4,30,113.67,90.9,45,1,Loader,94.6,37.91,87,39.39,0,Rain,795.41,1493.71,89.92,0,143.61,17.08,Baseline,Low Efficiency
687,2024-10-24 11:21:00,FL4276,70.74,Hazardous,Low,Arrival,T3,5,134.01,12.14,32,3,Crane,40.54,62.28,76,28.53,1,Storm,2273.58,249.42,31.73,0,103.86,127.89,Optimized,Low Efficiency
688,2024-11-24 01:07:00,FL7152,37.2,Perishable,Critical,Arrival,T2,3,86.57,77.43,13,3,Forklift,79.73,30.13,13,56.67,0,Fog,1420.56,1475.54,28.34,0,76.99,110.7,Adaptive,Low Efficiency
689,2024-12-08 04:18:00,FL4615,93.49,Perishable,Medium,Departure,T2,32,166.25,30.15,48,4,Loader,44.17,83.25,97,25.26,0,Storm,2971.8,918.5,85.05,1,94.84,50.7,Baseline,Low Efficiency
690,2024-07-31 02:07:00,FL2204,26.51,Hazardous,Medium,Departure,T1,17,151.87,82.07,35,12,Conveyor,71.54,82.48,15,77.18,0,Clear,3562.5,895.13,28.39,0,96.3,110.5,Baseline,Low Efficiency
691,2024-01-24 18:25:00,FL8716,42.22,Express,Critical,Arrival,T4,42,46.67,78.12,49,13,Conveyor,84.99,68.63,80,80.3,0,Clear,2323.88,602.81,66.43,1,129.65,46.79,Adaptive,Low Efficiency
